Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,1,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Negative,Sadness,packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah,packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah,packing seadanya bubble selapis ditambah lapisan plastik hasilnya barang diterima keadaan patah,packing ada bubble selap tambah lapis plastik hasil barang terima ada patah
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Jakarta Barat,188000,4.9,3451,1651,1,Mic dari awal ga nyala,Negative,Sadness,mic dari awal ga nyala,mic dari awal enggak nyala,mic awal nyala,mic awal nyala
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Jakarta Pusat,75900,4.9,6754,3507,1,"KARTU SD NYA CUMA 29,71 GB, KATANYA OFFICIAL, TAPI MALAH MKSOFFICIAL. KECEWA, INI TIDAK ORIGINAL.",Negative,Sadness,kartu sd nya cuma gb katanya official tapi malah mksofficial kecewa ini tidak original,kartu sd nya cuma gb katanya official tapi malah mksofficial kecewa ini tidak original,kartu sd nya gb katanya official mksofficial kecewa original,kartu sd nya gb kata official mksofficial kecewa original
Computers and Laptops,SSD 128GB RX7 GARANSI RESMI 3THN,Kota Tangerang,210000,5.0,15400,3486,1,Kecepatan tdk sesuai dgn deskripsi,Negative,Sadness,kecepatan tdk sesuai dgn deskripsi,kecepatan tidak sesuai dengan deskripsi,kecepatan sesuai deskripsi,cepat sesuai deskripsi
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,tidak berfugsi,Negative,Sadness,tidak berfugsi,tidak berfugsi,berfugsi,berfugsi
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,"Mouse kurang bagus , Pointer nya gerak gerak sendiri .",Negative,Sadness,mouse kurang bagus pointer nya gerak gerak sendiri,mouse kurang bagus pointer nya gerak gerak sendiri,mouse kurang bagus pointer nya gerak gerak,mouse kurang bagus pointer nya gerak gerak
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,infra red nya jelek suka mental ke mana2,Negative,Sadness,infra red nya jelek suka mental ke mana,infra red nya jelek suka mental ke mana,infra red nya jelek suka mental,infra red nya jelek suka mental
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,Batre tidak sesuai ukuran dan tidak ada nano receiver.,Negative,Sadness,batre tidak sesuai ukuran dan tidak ada nano receiver,batre tidak sesuai ukuran dan tidak ada nano receiver,batre sesuai ukuran nano receiver,batre sesuai ukur nano receiver
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,boros batre,Negative,Sadness,boros batre,boros batre,boros batre,boros batre
Computers and Laptops,HTB-3100 25km single fiber mode transceiver Optical Media Converter,Jakarta Utara,150000,4.9,5384,634,1,barang error 1,Negative,Sadness,barang error,barang error,barang error,barang error
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"jaringanya ngelek banget lelet mending pake indihome de, nyesel juga beli orbit jaringan ya parah,",Negative,Sadness,jaringanya ngelek banget lelet mending pake indihome de nyesel juga beli orbit jaringan ya parah,jaringanya ngelek banget lelet mending pakai indihome dek menyesal juga beli orbit jaringan ya parah,jaringanya ngelek banget lelet mending pakai indihome dek menyesal beli orbit jaringan ya parah,jaringanya ngelek banget lelet mending pakai indihome dek sesal beli orbit jaring ya parah
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,tdk sesuai ekspektasi,Negative,Sadness,tdk sesuai ekspektasi,tidak sesuai ekspektasi,sesuai ekspektasi,sesuai ekspektasi
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,lambat,Negative,Sadness,lambat,lambat,lambat,lambat
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,Katanya dapat paket 150 GB ternyata setelah di regiatrasi cm 300 mB..,Negative,Sadness,katanya dapat paket gb ternyata setelah di regiatrasi cm mb,katanya dapat paket gb ternyata setelah di regiatrasi cuma mbak,katanya paket gb ternyata regiatrasi mbak,kata paket gb nyata regiatrasi mbak
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,"tidak bisa di register call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit",Negative,Sadness,tidak bisa di register call center dan team orbin tidak helpful untuk sekedar minta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit call center dan team orbin tidak helpful untuk sekedar minta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit,tidak bisa di register call center dan team orbin tidak helpful untuk sekedar meminta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit call center dan team orbin tidak helpful untuk sekedar meminta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit,register call center team orbin helpful untuk sekedar meminta info gerai orbin buka no telp suruh cari google cari rata nomor telp hubungin jadi salahnya memberikan info valid menyesal beli orbit call center team orbin helpful untuk sekedar meminta info gerai orbin buka no telp suruh cari google cari rata nomor telp hubungin jadi salahnya memberikan info valid menyesal beli orbit,register call center team orbin helpful untuk dar minta info gerai orbin buka no telp suruh cari google cari rata nomor telp hubungin jadi salah beri info valid sesal beli orbit call center team orbin helpful untuk dar minta info gerai orbin buka no telp suruh cari google cari rata nomor telp hubungin jadi salah beri info valid sesal beli orbit
Computers and Laptops,Telkomsel Orbit Star 2,Kota Tangerang,629000,4.8,5998,3441,1,Tidak sesuai,Negative,Sadness,tidak sesuai,tidak sesuai,sesuai,sesuai
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,2425,1,"janji bisa kirim instant segera karena kita mau pakai segera, nyatanya anda tutup toko baru di kirim. paket sampai malam. pas besoknya di coba ternyata SSD nya tidak terbaca. dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru. sama2 di Tangerang ongkos gojek instant 33rb berarti dekat. dan tidak di kirim2 sampaiiii 2 minggu baru di kirim. sangat terlihat sengaja sekali di lama2in. sangat tidak professional dalam berjualan online , anda jual barang rusak pun tidak ada etikat ucapan maaf. dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai. kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari...",Negative,Sadness,janji bisa kirim instant segera karena kita mau pakai segera nyatanya anda tutup toko baru di kirim paket sampai malam pas besoknya di coba ternyata ssd nya tidak terbaca dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru sama di tangerang ongkos gojek instant rb berarti dekat dan tidak di kirim sampai minggu baru di kirim sangat terlihat sengaja sekali di lama in sangat tidak professional dalam berjualan online anda jual barang rusak pun tidak ada etikat ucapan maaf dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari,janji bisa kirim instant segera karena kita mau pakai segera nyatanya anda tutup toko baru di kirim paket sampai malam pas besoknya di coba ternyata ssd nya tidak terbaca dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru sama di tangerang ongkos gojek instant ribu berarti dekat dan tidak di kirim sampai minggu baru di kirim sangat terlihat sengaja sekali di lama ini sangat tidak professional dalam berjualan online anda jual barang rusak pun tidak ada etikat ucapan maaf dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai kalau di lihat begini mah lupakan garansi produk yang bakal di ganti baru bila terjadi rusak di kemudian hari,janji kirim instant pakai nyatanya tutup toko baru kirim paket malam pas besoknya coba ternyata ssd nya terbaca bilangnya kirim toko agarnbisa kirim baru tangerang ongkos gojek instant ribu berarti kirim minggu baru kirim terlihat sengaja professional berjualan online jual barang rusak etikat ucapan maaf penutup anggap licik pelit ongkir nya suruh tanggung pas barang lihat mah lupakan garansi produk bakal ganti baru terjadi rusak hari,janji kirim instant pakai nyata tutup toko baru kirim paket malam pas besok coba nyata ssd nya baca bilang kirim toko agarnbisa kirim baru tangerang ongkos gojek instant ribu arti kirim minggu baru kirim lihat sengaja professional jual online jual barang rusak etikat ucap maaf tutup anggap licik pelit ongkir nya suruh tanggung pas barang lihat mah lupa garansi produk bakal ganti baru jadi rusak hari
Computers and Laptops,SSD 256GB RX7 SATA,Kota Tangerang,370000,5.0,6449,2425,1,"beli 2 SSD, 1 diterima dalam kondisi rusak",Negative,Sadness,beli ssd diterima dalam kondisi rusak,beli ssd diterima dalam kondisi rusak,beli ssd diterima kondisi rusak,beli ssd terima kondisi rusak
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",Negative,Sadness,tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,tidak berfungsi tapi ya sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,berfungsi ya ditambah daya pakai mikro usb cas hp tetap,fungsi ya tambah daya pakai mikro usb cas hp tetap
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,kurang bagus... colok hardisk external tdk terdeteksi..,Negative,Sadness,kurang bagus colok hardisk external tdk terdeteksi,kurang bagus colok hardisk external tidak terdeteksi,kurang bagus colok hardisk external terdeteksi,kurang bagus colok hardisk external deteksi
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",Jakarta Barat,112000,4.9,14900,7957,1,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",Negative,Sadness,tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,tidak berfungsi tapi ya sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa,berfungsi ya ditambah daya pakai mikro usb cas hp tetap,fungsi ya tambah daya pakai mikro usb cas hp tetap
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,Jakarta Utara,56000,4.8,18300,5431,1,"Produk kurang baik, dan rusak",Negative,Sadness,produk kurang baik dan rusak,produk kurang baik dan rusak,produk kurang baik rusak,produk kurang baik rusak
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"untuk kualitas ternyata sama dengan merk China lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tgl 27, sampai tgl 1, sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan Logitech. kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya, tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa.",Negative,Sadness,untuk kualitas ternyata sama dengan merk china lain  juga yang harga nya rb an bahkan lebih bagus merk lain di rb an lalu untuk pengiriman lambat sekali dari official store pesan tgl sampai tgl sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp cukup kecewa dengan produk dan pelayanan logitech kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa,untuk kualitas ternyata sama dengan merk china lain juga yang harga nya ribu an bahkan lebih bagus merk lain di ribu an lalu untuk pengiriman lambat sekali dari official store pesan tanggal sampai tanggal sehingga saya tidak sempat menggunakan pada zoom meeting dan harus memakai hp cukup kecewa dengan produk dan pelayanan logitech kalau untuk keyboard nya dan mouse nya memang cukup bagus beberapa model nya tapi saya kapok beli disini karena barang akan hanya di proses beberapa jam sebelum pembatalan walaupun pesan nya di hari biasa,untuk kualitas ternyata merk china harga nya ribu an bagus merk ribu an untuk pengiriman lambat official store pesan tanggal tanggal menggunakan zoom meeting memakai hp cukup kecewa produk pelayanan logitech untuk keyboard nya mouse nya cukup bagus model nya kapok beli barang proses jam pembatalan pesan nya hari,untuk kualitas nyata merk china harga nya ribu an bagus merk ribu an untuk kirim lambat official store pesan tanggal tanggal guna zoom meeting pakai hp cukup kecewa produk layan logitech untuk keyboard nya mouse nya cukup bagus model nya kapok beli barang proses jam batal pesan nya hari
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling",Jakarta Timur,1199000,4.9,10900,4760,1,"pengiriman 2 hari terlambat. padahal bilang bakal lgsg dikirim. habis order di chat lgsg ga respon. utk official store brand segede logitech, sungguh mengecewakan.",Negative,Sadness,pengiriman hari terlambat padahal bilang bakal lgsg dikirim habis order di chat lgsg ga respon utk official store brand segede logitech sungguh mengecewakan,pengiriman hari terlambat padahal bilang bakal langsung dikirim habis order di chat langsung enggak respon untuk official store brand segede logitech sungguh mengecewakan,pengiriman hari terlambat bilang bakal langsung dikirim habis order chat langsung respon untuk official store brand segede logitech sungguh mengecewakan,kirim hari lambat bilang bakal langsung kirim habis order chat langsung respon untuk official store brand gede logitech sungguh kecewa
Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,Jakarta Barat,50000,4.9,1790,848,1,mousenya kurang responsif. jd harus teken agak kuat,Negative,Sadness,mousenya kurang responsif jd harus teken agak kuat,mousenya kurang responsif jadi harus teken agak kuat,mousenya kurang responsif jadi teken kuat,mousenya kurang responsif jadi teken kuat
Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,Jakarta Barat,50000,4.9,1790,848,1,baru pake 2 bulan sensornya udah jelek suka kemana2,Negative,Sadness,baru pake bulan sensornya udah jelek suka kemana,baru pakai bulan sensornya sudah jelek suka kemana,baru pakai bulan sensornya jelek suka kemana,baru pakai bulan sensor jelek suka mana
